name,x,y,z
Fzd1,16.250675,6.143207,1
Fzd1,17.389540,6.885441,1
Fzd1,15.063019,8.772592,1
Ror2,18.097279,7.727188,1
Cxcl12,18.131246,7.039264,1
Cxcl12,16.339822,5.624862,1
Cxcl12,17.976849,7.922897,1
Cxcl12,14.197671,5.780572,1
Cxcl12,17.023041,7.945346,1
Cxcr4,14.793851,8.577277,1
Cxcr4,16.592638,4.818885,1
Cxcr4,15.579278,8.670686,1
Cxcr4,17.218455,7.290132,1
Cxcr4,14.765573,8.372634,1
Cxcr4,14.642115,7.334998,1
Vegfa,14.514827,5.559737,1
Vegfa,16.119822,8.458963,1
Kdr,15.463903,5.069838,1
Flt1,16.541529,6.110820,1
Flt1,13.869551,6.526158,1
Flt1,14.839414,8.049301,1
Flt1,16.839756,6.998865,1
Flt1,15.446349,4.976234,1
Pdgfb,17.215466,8.699334,1
Pdgfrb,13.900526,7.487853,1
Pdgfrb,17.895211,5.860077,1
Pdgfrb,17.940672,7.885278,1
Pdgfrb,17.691193,6.191410,1
Pdgfrb,15.642729,6.777228,1
Pdgfrb,16.362564,6.673747,1
Pdgfrb,15.162359,9.173572,1
Pdgfrb,18.288554,6.342490,1
Pdgfrb,15.061166,7.221963,1
Pdgfrb,15.292348,7.131957,1
Pdgfrb,17.281120,5.802132,1
Hgf,15.496396,7.451622,1
Hgf,14.223258,8.310311,1
Hgf,15.851218,6.423799,1
Hgf,16.842634,8.326130,1
Hgf,17.886678,8.435403,1
Hgf,15.627454,6.478789,1
Hgf,16.387725,5.678656,1
Met,16.104991,8.860995,1
Met,17.656693,7.210186,1
Met,17.315077,5.178859,1
Met,15.005104,8.660209,1
Met,16.304514,8.827782,1
Il6,16.002119,8.863499,1
Il6,17.132007,9.099133,1
Il6ra,17.089005,6.178426,1
Il6ra,16.169389,6.353305,1
Il6ra,15.971246,5.818801,1
Il6ra,17.330752,8.542220,1
Il6ra,14.354657,7.399692,1
Il6ra,15.474994,7.000406,1
Il6ra,17.788085,7.656975,1
Efnb1,15.681237,6.713680,1
Ephb2,14.708938,8.356482,1
Ephb2,14.855278,5.280025,1
Ephb2,14.507476,7.912031,1
Spp1,14.882845,6.448086,1
Spp1,16.192575,7.125714,1
Cd44,16.593068,6.166695,1
Cd44,14.818473,5.761777,1
Cd44,14.301828,8.349045,1
Cd44,15.933676,6.736253,1
Cd44,16.328795,5.412681,1
Cd44,14.891845,8.729443,1
Cd44,15.531552,5.860360,1
Cd44,17.943284,6.871842,1
Cd44,15.554805,6.688679,1
Cd44,15.757488,8.630578,1
Ccl2,14.891834,5.834367,1
Ccr2,16.146623,5.865669,1
Ccr2,15.413968,5.031333,1
Ccr2,16.243650,5.005479,1
Ccr2,16.572492,6.631898,1
Ccr2,15.288415,4.871784,1
Ccr2,15.059889,6.581994,1
Bmp4,17.036779,7.066908,1
Bmpr2,15.544574,7.918126,1
Bmpr2,14.553180,7.413457,1
Bmpr2,13.770362,7.200098,1
Bmpr2,14.364865,7.305229,1
Bmpr2,17.668089,5.675987,1
Bmpr2,16.064768,7.343240,1
Bmpr2,14.552883,5.493151,1
Bmpr2,15.018949,6.720008,1
Fgf2,15.942234,5.140438,1
Fgf2,14.028865,6.200667,1
Fgf2,16.460464,5.184486,1
Fgf2,15.064253,5.417983,1
Fgfr1,14.455085,6.820767,1
Fgfr1,15.582904,5.284237,1
Fgfr1,15.206549,7.127660,1
Egf,15.481401,5.258072,1
Egf,15.273430,8.256978,1
Egf,16.095211,9.395971,1
Egf,17.179409,5.709809,1
Egf,14.391096,8.251940,1
Egf,13.744234,6.669284,1
Egf,16.459714,7.223456,1
Egf,15.077708,6.628647,1
Egf,14.388272,5.799283,1
Egf,17.063351,8.273451,1
Egfr,15.234801,5.071445,1
Egfr,14.972819,7.099343,1
Egfr,14.677751,6.255336,1
Egfr,16.289716,5.326839,1
Egfr,15.669440,9.095778,1
Jag1,15.056091,6.963656,1
Jag1,13.920726,6.184785,1
Jag1,15.690404,5.830823,1
Jag1,15.741118,5.854006,1
Dll4,14.390930,6.619383,1
Dll4,16.070288,8.470750,1
Dll4,17.155134,6.653541,1
Dll4,16.656874,5.239269,1
Dll4,15.187908,6.895935,1
Dll4,16.329406,8.035646,1
Dll4,14.050574,5.863145,1
Dll4,16.317121,6.812418,1
Dll4,15.907965,8.003022,1
Dll4,17.183100,6.899732,1
Dll4,16.609167,8.853403,1
Dll4,14.991738,6.685678,1
Dll4,15.693672,6.427718,1
Dll4,16.721984,7.157159,1
Notch1,14.502991,8.829368,1
Notch1,14.080743,6.473053,1
Apoe,15.175475,8.883270,1
Apoe,17.431524,6.776034,1
Apoe,17.938873,7.063476,1
Apoe,16.036878,5.885919,1
Apoe,14.994226,5.750033,1
Apoe,18.215114,6.465540,1
Apoe,14.212478,8.467328,1
Apoe,17.410410,5.870143,1
Apoe,16.873088,7.542996,1
Lrp1,16.736358,7.435978,1
Lrp1,17.126414,6.917298,1
Lrp1,15.361555,5.314862,1
Lrp1,15.316286,6.284788,1
Lrp1,14.402965,6.179391,1
Lrp1,15.124302,6.637403,1
Lrp1,15.939471,6.443130,1
Lrp1,14.733548,6.226896,1
Lrp1,16.043569,9.201808,1
Thbs1,17.074062,9.117841,1
Thbs1,17.111150,6.131653,1
Thbs1,15.749267,7.900260,1
Thbs1,17.669476,6.133538,1
Thbs1,17.706031,7.410362,1
Cd47,17.586248,7.995185,1
Tgfb1,23.487665,8.347002,1
Tgfbr1,24.376475,7.531304,1
Tgfbr1,22.613803,8.005011,1
Tgfbr1,25.236159,8.079115,1
Tgfbr1,24.937081,7.843349,1
Tgfbr1,24.552203,7.693144,1
Tgfbr2,23.863837,7.858890,1
Tgfbr2,25.758377,8.222149,1
Tgfbr2,22.786319,8.839357,1
Tgfbr2,23.233310,7.831542,1
Tgfbr2,23.317328,7.036738,1
Wnt5a,23.321485,8.267525,1
Wnt5a,24.539425,8.079051,1
Wnt5a,23.607241,7.956561,1
Fzd1,24.162264,8.581298,1
Fzd1,23.063710,9.466747,1
Fzd1,22.539225,8.176492,1
Fzd1,23.699256,7.775123,1
Fzd1,25.338732,8.878446,1
Fzd1,23.237464,7.272851,1
Ror2,24.048613,9.997902,1
Cxcl12,25.279128,9.032102,1
Cxcl12,25.065336,9.376681,1
Cxcl12,22.678150,9.130757,1
Cxcl12,25.276223,8.808535,1
Cxcl12,24.918524,9.551485,1
Cxcl12,24.361787,8.710648,1
Cxcl12,23.901139,7.934197,1
Cxcl12,24.266146,9.991487,1
Cxcl12,24.615357,6.826814,1
Cxcl12,23.402997,9.538588,1
Cxcl12,24.102895,7.716515,1
Cxcr4,23.915298,7.820915,1
Vegfa,25.235326,7.630458,1
Vegfa,22.752150,8.428936,1
Vegfa,24.448384,9.338823,1
Kdr,23.815611,7.064728,1
Kdr,23.222775,8.230422,1
Kdr,23.592536,7.326376,1
Kdr,24.723165,9.972578,1
Kdr,22.697398,8.320277,1
Kdr,25.088554,8.248832,1
Kdr,25.412125,7.849892,1
Kdr,23.420760,7.728799,1
Flt1,25.135041,8.757049,1
Flt1,24.484529,8.406847,1
Flt1,22.738846,7.511615,1
Flt1,24.765646,9.717765,1
Pdgfb,25.481773,7.893679,1
Pdgfb,24.331787,6.903751,1
Pdgfrb,24.176504,9.444932,1
Pdgfrb,25.396664,7.917051,1
Pdgfrb,24.435885,6.655960,1
Pdgfrb,24.124341,9.391118,1
Pdgfrb,23.832805,8.154220,1
Pdgfrb,22.544741,7.675126,1
Pdgfrb,23.252663,7.749908,1
Pdgfrb,23.893893,7.696780,1
Pdgfrb,24.457166,8.024749,1
Pdgfrb,24.837003,7.414723,1
Pdgfrb,22.856578,8.928771,1
Pdgfrb,24.380579,9.535907,1
Hgf,24.950897,7.070025,1
Hgf,24.773594,9.639479,1
Hgf,25.020054,7.098858,1
Hgf,23.652666,8.554164,1
Hgf,25.034668,7.901067,1
Hgf,22.997150,9.579866,1
Hgf,23.861098,10.015956,1
Met,25.382355,9.089267,1
Met,25.761926,7.992701,1
Met,25.497647,7.601687,1
Met,23.685749,10.118497,1
Met,25.189613,7.799714,1
Met,23.519077,8.719929,1
Met,22.735414,7.563098,1
Met,23.059984,9.027459,1
Il6,23.736409,8.242693,1
Il6ra,24.941711,8.122360,1
Il6ra,24.089928,8.479507,1
Il6ra,25.047037,7.065807,1
Il6ra,24.586088,8.772444,1
Il6ra,23.270240,8.625823,1
Il6ra,23.966806,7.943855,1
Il6ra,22.944645,8.033660,1
Il6ra,22.859565,8.632722,1
Il6ra,24.488784,9.070030,1
Il6ra,24.567146,8.618461,1
Il6ra,24.949250,8.244249,1
Il6ra,23.780166,8.977734,1
Efnb1,24.061614,6.645089,1
Efnb1,24.353981,7.009762,1
Efnb1,24.448657,7.319913,1
Efnb1,25.027748,7.132433,1
Efnb1,25.263693,8.389823,1
Ephb2,23.956903,8.903033,1
Ephb2,24.096714,8.244007,1
Ephb2,23.782775,6.599056,1
Ephb2,22.914659,8.499941,1
Ephb2,22.733571,7.378932,1
Ephb2,24.060642,9.276605,1
Ephb2,22.640044,7.286840,1
Ephb2,23.674012,9.431246,1
Ephb2,24.761090,8.344515,1
Ephb2,25.230376,9.019534,1
Ephb2,24.761858,8.492426,1
Ephb2,22.952831,7.359876,1
Spp1,22.891716,8.303131,1
Cd44,22.722749,7.710427,1
Cd44,24.534396,6.861745,1
Cd44,23.136309,6.910784,1
Cd44,24.350904,7.816569,1
Cd44,25.644163,7.918785,1
Cd44,23.895090,8.607157,1
Cd44,23.058118,7.651096,1
Cd44,24.001871,7.071239,1
Ccl2,24.795686,8.788213,1
Ccl2,24.264166,8.140821,1
Ccl2,23.923983,7.406113,1
Ccl2,22.750229,8.761129,1
Ccl2,24.004680,9.830947,1
Ccl2,23.822599,7.883555,1
Ccl2,22.913695,9.482736,1
Ccr2,23.769733,7.067644,1
Ccr2,24.107695,7.793979,1
Ccr2,25.081558,9.364221,1
Ccr2,23.438634,6.852120,1
Ccr2,24.549238,9.551669,1
Ccr2,23.552586,7.654323,1
Ccr2,22.573957,8.223358,1
Ccr2,24.250009,9.452892,1
Ccr2,24.364824,10.050067,1
Ccr2,24.057312,9.000325,1
Bmpr2,24.378142,8.459882,1
Bmpr2,24.509630,9.687706,1
Bmpr2,24.964277,8.482960,1
Bmpr2,25.074513,8.785290,1
Fgf2,25.344848,8.798188,1
Fgf2,23.424071,6.949295,1
Fgf2,24.274926,10.033475,1
Fgf2,23.848285,7.977189,1
Fgf2,22.534827,8.950258,1
Fgf2,23.589928,9.408631,1
Fgfr1,23.714149,8.067553,1
Fgfr1,24.741825,8.220958,1
Fgfr1,24.135032,8.398113,1
Fgfr1,22.637567,9.375857,1
Fgfr1,24.735707,6.818216,1
Fgfr1,22.825584,8.121924,1
Fgfr1,23.712868,8.631311,1
Fgfr1,25.074917,7.692945,1
Fgfr1,22.763450,8.736443,1
Fgfr1,24.239217,7.555215,1
Fgfr1,23.626757,6.905188,1
Egf,24.103727,8.240083,1
Egf,24.598443,9.461264,1
Egf,25.050654,6.947776,1
Egf,23.318708,7.910324,1
Egf,24.581055,9.696924,1
Egf,24.338084,9.674152,1
Egfr,24.576899,7.407265,1
Egfr,23.758005,8.613039,1
Egfr,23.966792,9.881147,1
Egfr,23.547139,8.927394,1
Egfr,24.442688,8.718755,1
Jag1,23.243336,7.189658,1
Jag1,22.739638,8.228218,1
Jag1,24.734238,9.422055,1
Jag1,25.617549,9.013744,1
Jag1,25.100878,8.794280,1
Jag1,25.602887,8.381919,1
Jag1,24.876468,9.874069,1
Dll4,25.575790,8.821503,1
Dll4,23.507031,7.626340,1
Dll4,24.322780,9.405917,1
Dll4,24.796514,6.902358,1
Dll4,24.489996,9.331444,1
Dll4,24.054963,9.005200,1
Notch1,23.363645,7.533068,1
Notch1,24.263711,10.032810,1
Notch1,23.988675,6.791440,1
Notch1,25.676964,8.796375,1
Notch1,22.865030,7.797487,1
Notch1,25.708665,8.489637,1
Apoe,22.430642,7.930552,1
Apoe,23.105785,7.043223,1
Apoe,23.398646,6.757126,1
Apoe,24.129696,9.176558,1
Apoe,23.707927,7.135594,1
Apoe,22.773809,7.491246,1
Apoe,22.476861,7.906695,1
Apoe,23.305211,9.892125,1
Apoe,25.124024,9.274392,1
Apoe,24.703749,7.799462,1
Apoe,23.543172,9.258126,1
Lrp1,22.940843,7.921337,1
Lrp1,25.329817,9.443515,1
Lrp1,24.375338,9.639848,1
Lrp1,23.704357,8.172121,1
Lrp1,25.469842,9.381015,1
Lrp1,23.836528,8.092586,1
Lrp1,24.357667,7.140588,1
Lrp1,25.329090,9.052720,1
Lrp1,23.189839,8.379509,1
Lrp1,24.704695,7.700268,1
Thbs1,23.802714,9.295077,1
Thbs1,24.171141,6.871306,1
Cd47,24.713347,7.882929,1
Tgfb1,31.659232,5.873572,1
Tgfb1,31.100481,8.005083,1
Tgfb1,31.740127,6.554586,1
Tgfb1,30.088741,6.321234,1
Tgfb1,33.586112,7.660094,1
Tgfb1,31.899332,6.097825,1
Tgfbr1,30.575778,6.135154,1
Tgfbr1,31.229815,6.739816,1
Tgfbr1,29.982627,8.042307,1
Tgfbr1,29.741995,7.987999,1
Tgfbr1,32.694689,9.400924,1
Tgfbr2,31.492129,7.617788,1
Tgfbr2,29.971402,8.907998,1
Tgfbr2,31.988150,9.135992,1
Tgfbr2,31.137013,6.889427,1
Tgfbr2,32.607174,7.462629,1
Tgfbr2,30.772863,6.988982,1
Wnt5a,30.719936,5.523602,1
Wnt5a,31.912485,8.103853,1
Wnt5a,31.209473,7.845248,1
Wnt5a,33.058012,7.436933,1
Wnt5a,29.475414,6.164514,1
Fzd1,32.297303,5.761953,1
Fzd1,30.538563,8.737994,1
Fzd1,30.902522,8.922717,1
Fzd1,30.662876,8.233673,1
Fzd1,30.295145,8.822339,1
Fzd1,30.913055,8.479137,1
Fzd1,30.125553,8.751247,1
Fzd1,30.898821,5.659241,1
Fzd1,31.389827,8.022412,1
Ror2,30.951994,8.468133,1
Ror2,29.426284,9.002064,1
Ror2,31.812216,8.791682,1
Cxcl12,30.999480,5.949354,1
Cxcl12,32.162189,7.850857,1
Cxcl12,31.947602,7.298276,1
Cxcl12,29.885490,6.035337,1
Cxcl12,31.066365,9.573716,1
Cxcl12,31.859829,8.686368,1
Cxcl12,30.376232,9.751945,1
Cxcl12,31.444188,8.413534,1
Cxcl12,32.097866,7.172130,1
Cxcr4,32.625697,6.299836,1
Vegfa,29.466629,6.655235,1
Vegfa,31.142308,6.827636,1
Vegfa,33.524771,7.587414,1
Vegfa,32.725402,6.480807,1
Vegfa,29.566678,7.351013,1
Vegfa,32.901674,7.749645,1
Vegfa,29.908719,6.265536,1
Vegfa,30.467959,8.989040,1
Vegfa,30.257932,6.440596,1
Vegfa,33.164625,7.132873,1
Kdr,31.615127,7.597866,1
Kdr,30.709448,6.199532,1
Kdr,31.776544,6.773339,1
Kdr,32.707873,7.721214,1
Flt1,31.057652,5.302355,1
Flt1,32.468261,6.510519,1
Flt1,31.497000,7.023455,1
Flt1,29.241786,6.610409,1
Flt1,29.439170,8.981358,1
Flt1,31.397894,8.340995,1
Flt1,29.061970,7.250416,1
Flt1,30.474526,9.530560,1
Flt1,32.239003,9.356681,1
Flt1,30.344218,7.252483,1
Flt1,30.866055,5.662070,1
Flt1,30.155521,7.487669,1
Pdgfb,32.798448,9.282544,1
Pdgfb,30.087277,5.851925,1
Pdgfb,30.563464,5.585605,1
Pdgfb,32.118953,8.998286,1
Pdgfrb,30.885433,6.943802,1
Pdgfrb,32.352000,9.098661,1
Pdgfrb,32.546439,6.201404,1
Pdgfrb,33.499607,8.113709,1
Pdgfrb,31.979283,8.460317,1
Pdgfrb,33.283691,7.273896,1
Pdgfrb,33.191472,6.781358,1
Pdgfrb,30.537900,6.579531,1
Pdgfrb,30.203438,9.607341,1
Pdgfrb,32.155440,6.519937,1
Pdgfrb,30.368024,8.505519,1
Pdgfrb,30.261908,9.517876,1
Pdgfrb,32.797272,7.696720,1
Pdgfrb,32.869027,6.990529,1
Pdgfrb,30.016781,7.994766,1
Pdgfrb,32.247946,8.090469,1
Pdgfrb,31.959301,8.042328,1
Pdgfrb,31.922331,8.693294,1
Hgf,33.529240,7.752418,1
Hgf,32.288358,8.609293,1
Hgf,31.812958,7.071632,1
Hgf,29.124404,7.815689,1
Hgf,30.255992,7.219907,1
Hgf,31.083698,5.675842,1
Met,30.933423,7.977645,1
Met,33.377445,7.699788,1
Met,30.882287,8.375478,1
Met,29.033721,7.334464,1
Met,31.811334,7.624480,1
Met,29.594271,8.550831,1
Met,29.071919,7.925917,1
Met,32.568659,7.967375,1
Met,30.449277,8.689770,1
Met,29.189226,7.755471,1
Il6,30.425519,9.429016,1
Il6ra,32.317680,8.986230,1
Il6ra,30.045978,8.806613,1
Il6ra,33.035860,9.023200,1
Il6ra,33.023367,6.415471,1
Il6ra,31.957764,7.037168,1
Il6ra,29.942882,7.564235,1
Il6ra,32.031147,6.934510,1
Il6ra,31.622103,9.495361,1
Efnb1,32.953258,8.653917,1
Efnb1,31.043198,9.480795,1
Efnb1,32.531906,6.290243,1
Efnb1,31.379186,8.098535,1
Efnb1,31.927535,7.787510,1
Ephb2,30.050855,6.932677,1
Ephb2,31.306255,8.687343,1
Ephb2,32.022053,7.339516,1
Ephb2,30.717639,9.103988,1
Ephb2,33.499450,7.601344,1
Ephb2,32.825705,8.719852,1
Ephb2,29.810470,6.074445,1
Ephb2,30.069687,5.927804,1
Ephb2,29.822536,8.370060,1
Ephb2,30.732485,5.915339,1
Ephb2,30.203169,7.518341,1
Ephb2,31.187730,8.991106,1
Ephb2,32.764664,7.682954,1
Ephb2,33.013600,7.625541,1
Ephb2,30.760296,5.917041,1
Ephb2,31.255972,7.587071,1
Ephb2,33.075621,8.306942,1
Ephb2,31.904298,5.725361,1
Spp1,30.238312,5.917444,1
Spp1,31.129037,5.612177,1
Spp1,31.211103,6.961621,1
Cd44,32.552509,8.138201,1
Cd44,29.250625,7.243255,1
Cd44,30.637482,8.650220,1
Cd44,31.487779,6.451891,1
Cd44,31.681989,6.708140,1
Cd44,30.320202,8.737400,1
Cd44,31.217511,7.723794,1
Cd44,31.382266,8.946053,1
Cd44,30.453538,9.501152,1
Cd44,32.650968,8.022001,1
Cd44,33.448938,8.121018,1
Cd44,31.837284,5.354666,1
Cd44,32.367422,6.893103,1
Cd44,30.795033,6.388446,1
Cd44,32.401059,6.628327,1
Ccl2,29.671769,9.164559,1
Ccl2,32.448787,5.632354,1
Ccl2,32.311573,8.062274,1
Ccr2,30.781147,9.038913,1
Ccr2,30.016365,7.806810,1
Ccr2,31.536275,6.527328,1
Ccr2,30.548384,5.560794,1
Ccr2,30.154130,6.752438,1
Ccr2,31.584453,8.386428,1
Ccr2,31.200399,5.996963,1
Ccr2,33.477308,8.259512,1
Bmp4,30.240921,5.706829,1
Bmp4,29.146766,8.459208,1
Bmp4,31.572195,8.549487,1
Bmp4,32.960613,6.193267,1
Bmp4,30.430892,7.600117,1
Bmpr2,30.569526,9.501729,1
Bmpr2,32.039762,6.461299,1
Bmpr2,33.024600,8.309980,1
Bmpr2,31.158662,6.078040,1
Bmpr2,29.248083,6.438028,1
Bmpr2,31.314443,9.361415,1
Bmpr2,29.932555,6.484205,1
Bmpr2,32.494792,6.264432,1
Bmpr2,30.441055,7.554437,1
Fgf2,31.013013,6.782835,1
Fgf2,32.868080,7.866179,1
Fgfr1,29.162914,6.569088,1
Fgfr1,30.754565,5.504269,1
Fgfr1,30.310762,8.964340,1
Fgfr1,32.747605,7.352216,1
Fgfr1,31.855354,6.010282,1
Fgfr1,31.548621,9.349974,1
Fgfr1,31.284520,7.720889,1
Fgfr1,31.349725,8.617054,1
Fgfr1,29.743083,9.190606,1
Egf,29.623691,8.985368,1
Egf,31.067495,7.525266,1
Egf,32.104927,9.683215,1
Egf,29.473158,6.224634,1
Egf,30.529992,9.432020,1
Egfr,31.577046,5.310887,1
Egfr,33.522354,7.854644,1
Egfr,29.598610,8.940825,1
Egfr,29.573315,7.108598,1
Jag1,29.910755,9.237693,1
Jag1,31.114874,9.226706,1
Jag1,29.389187,6.852365,1
Jag1,29.363759,7.936393,1
Dll4,29.371246,7.769934,1
Dll4,30.356730,5.847686,1
Dll4,32.021945,6.057090,1
